component_failed,country,days_since_last_service,downtime_hours,equipment_id,equipment_type,event_date,event_id,event_type,failure_mode,maintenance_type,manufacturer,mine_type,model_year,oil_analysis_flag,operating_hours,production_loss_tonnes,repair_cost_usd,severity,table_name,temperature_flag,vibration_flag,was_scheduled
starter,,139.0,,UNIT-7049,,2024-06-25,EQP-C82B8100,breakdown,electrical,corrective,,,,,44763.0,,,major,failure_events,,,0.0
oil_change,,68.0,,UNIT-9575,,2020-08-08,EQP-C8490692,scheduled_maintenance,preventive,preventive,,,,,47197.0,,,routine,failure_events,,,1.0
alternator,,85.0,,UNIT-1091,,2023-05-13,EQP-C84F9D78,breakdown,electrical,corrective,,,,,51108.0,,,minor,failure_events,,,0.0
inspection,,1.0,,UNIT-3066,,2021-04-23,EQP-C856107C,scheduled_maintenance,preventive,preventive,,,,,28243.0,,,minor,failure_events,,,1.0
front_left,,83.0,,UNIT-5538,,2024-03-22,EQP-C85916C4,breakdown,tires,corrective,,,,,38910.0,,,critical,failure_events,,,0.0
rear_left,,2.0,,UNIT-8664,,2022-12-15,EQP-C859856F,condition_based,tires,predictive,,,,,35526.0,,,routine,failure_events,,,0.0
battery,,88.0,,UNIT-3828,,2022-02-10,EQP-C87FF326,breakdown,electrical,corrective,,,,,16665.0,,,major,failure_events,,,0.0
inspection,,14.0,,UNIT-6595,,2024-07-22,EQP-C8ABFFBE,scheduled_maintenance,preventive,preventive,,,,,49029.0,,,minor,failure_events,,,1.0
filter_replace,,4.0,,UNIT-8097,,2022-01-28,EQP-C8B10CAC,inspection,preventive,preventive,,,,,53106.0,,,routine,failure_events,,,1.0
filter_replace,,27.0,,UNIT-7227,,2021-07-30,EQP-C8B33881,inspection,preventive,preventive,,,,,62632.0,,,routine,failure_events,,,1.0
cylinder,,71.0,,UNIT-6294,,2022-10-08,EQP-C8B85E9B,overhaul,hydraulics,major_overhaul,,,,,16545.0,,,major,failure_events,,,1.0
oil_change,,16.0,,UNIT-6109,,2023-12-15,EQP-C8B918EC,scheduled_maintenance,preventive,preventive,,,,,33111.0,,,routine,failure_events,,,1.0
inspection,,6.0,,UNIT-4671,,2020-11-04,EQP-C8BB05A5,scheduled_maintenance,preventive,preventive,,,,,16042.0,,,routine,failure_events,,,1.0
general_component,,26.0,,UNIT-1996,,2021-08-04,EQP-C8E9BE45,breakdown,belt,corrective,,,,,63320.0,,,minor,failure_events,,,0.0
general_component,,102.0,,UNIT-8700,,2022-05-19,EQP-C8FC1A19,breakdown,shaft,corrective,,,,,59043.0,,,major,failure_events,,,0.0
inspection,,213.0,,UNIT-6727,,2024-05-31,EQP-C9012689,scheduled_maintenance,preventive,preventive,,,,,23174.0,,,routine,failure_events,,,1.0
general_component,,21.0,,UNIT-9589,,2021-06-01,EQP-C902DB61,breakdown,belt,corrective,,,,,20129.0,,,minor,failure_events,,,0.0
oil_change,,276.0,,UNIT-2081,,2023-12-10,EQP-C904A62B,scheduled_maintenance,preventive,preventive,,,,,10535.0,,,minor,failure_events,,,1.0
general_component,,69.0,,UNIT-3836,,2022-11-21,EQP-C908349B,breakdown,compressor,corrective,,,,,54779.0,,,minor,failure_events,,,0.0
general_component,,25.0,,UNIT-5254,,2023-02-20,EQP-C90CAC42,condition_based,pulley,predictive,,,,,23946.0,,,minor,failure_events,,,0.0
injector,,1.0,,UNIT-5757,,2022-01-02,EQP-C90FC167,breakdown,engine,corrective,,,,,35266.0,,,critical,failure_events,,,0.0
oil_change,,2.0,,UNIT-9493,,2020-03-27,EQP-C91087F5,scheduled_maintenance,preventive,preventive,,,,,51840.0,,,routine,failure_events,,,1.0
general_component,,1.0,,UNIT-8552,,2024-02-19,EQP-C9114725,breakdown,casing,corrective,,,,,42775.0,,,minor,failure_events,,,0.0
rear_right,,1.0,,UNIT-5396,,2021-03-28,EQP-C91A294F,condition_based,tires,predictive,,,,,17850.0,,,routine,failure_events,,,0.0
filter,,80.0,,UNIT-4929,,2020-04-14,EQP-C91BCC62,breakdown,hydraulics,corrective,,,,,36987.0,,,major,failure_events,,,0.0
adjustment,,18.0,,UNIT-5579,,2024-01-10,EQP-C922D0B6,scheduled_maintenance,preventive,preventive,,,,,24709.0,,,routine,failure_events,,,1.0
front_right,,82.0,,UNIT-7475,,2024-07-24,EQP-C949F5D6,breakdown,tires,corrective,,,,,63055.0,,,major,failure_events,,,0.0
adjustment,,10.0,,UNIT-6245,,2023-05-13,EQP-C94FE7B7,scheduled_maintenance,preventive,preventive,,,,,50368.0,,,routine,failure_events,,,1.0
adjustment,,177.0,,UNIT-9963,,2020-02-27,EQP-C962EF3F,scheduled_maintenance,preventive,preventive,,,,,40459.0,,,minor,failure_events,,,1.0
cylinder,,25.0,,UNIT-7995,,2022-03-06,EQP-C965EF69,condition_based,hydraulics,predictive,,,,,3446.0,,,minor,failure_events,,,0.0
filter_replace,,19.0,,UNIT-5206,,2021-01-03,EQP-C978223C,scheduled_maintenance,preventive,preventive,,,,,43199.0,,,routine,failure_events,,,1.0
adjustment,,18.0,,UNIT-8213,,2024-06-25,EQP-C978BDB1,inspection,preventive,preventive,,,,,7090.0,,,routine,failure_events,,,1.0
front_right,,130.0,,UNIT-4970,,2020-07-09,EQP-C98483B5,condition_based,tires,predictive,,,,,24092.0,,,routine,failure_events,,,0.0
clutch,,8.0,,UNIT-7722,,2020-05-18,EQP-C986DAB7,overhaul,transmission,major_overhaul,,,,,47872.0,,,major,failure_events,,,1.0
front_left,,27.0,,UNIT-6057,,2024-07-19,EQP-C9952F2A,breakdown,tires,corrective,,,,,18250.0,,,major,failure_events,,,0.0
clutch,,11.0,,UNIT-8152,,2020-12-17,EQP-C9AA69D9,breakdown,transmission,corrective,,,,,64263.0,,,minor,failure_events,,,0.0
front_right,,47.0,,UNIT-7611,,2020-01-13,EQP-C9D71E19,breakdown,tires,corrective,,,,,61061.0,,,major,failure_events,,,0.0
adjustment,,49.0,,UNIT-5328,,2020-12-21,EQP-C9DC0D57,inspection,preventive,preventive,,,,,38971.0,,,routine,failure_events,,,1.0
sensors,,27.0,,UNIT-6525,,2021-07-12,EQP-C9EBAF9A,overhaul,electrical,major_overhaul,,,,,8315.0,,,major,failure_events,,,1.0
inspection,,46.0,,UNIT-7612,,2021-03-10,EQP-CA098958,scheduled_maintenance,preventive,preventive,,,,,63386.0,,,routine,failure_events,,,1.0
oil_change,,41.0,,UNIT-9316,,2021-06-17,EQP-CA19A875,scheduled_maintenance,preventive,preventive,,,,,37991.0,,,minor,failure_events,,,1.0
cylinder,,4.0,,UNIT-5279,,2023-09-17,EQP-CA1AE77A,condition_based,hydraulics,predictive,,,,,53897.0,,,routine,failure_events,,,0.0
adjustment,,89.0,,UNIT-9448,,2020-05-18,EQP-CA1CD2BF,scheduled_maintenance,preventive,preventive,,,,,5123.0,,,minor,failure_events,,,1.0
inspection,,31.0,,UNIT-5922,,2023-11-15,EQP-CA222AAE,inspection,preventive,preventive,,,,,39643.0,,,routine,failure_events,,,1.0
filter_replace,,20.0,,UNIT-9963,,2020-11-02,EQP-CA261C1C,scheduled_maintenance,preventive,preventive,,,,,32928.0,,,minor,failure_events,,,1.0
adjustment,,12.0,,UNIT-5635,,2021-03-30,EQP-CA2BE578,scheduled_maintenance,preventive,preventive,,,,,24597.0,,,routine,failure_events,,,1.0
inspection,,17.0,,UNIT-2680,,2022-07-13,EQP-CA4C5767,scheduled_maintenance,preventive,preventive,,,,,8055.0,,,minor,failure_events,,,1.0
general_component,,9.0,,UNIT-6898,,2023-02-23,EQP-CA4F4464,overhaul,bucket,major_overhaul,,,,,7613.0,,,major,failure_events,,,1.0
inspection,,6.0,,UNIT-9541,,2023-04-10,EQP-CA5AD970,inspection,preventive,preventive,,,,,40805.0,,,minor,failure_events,,,1.0
adjustment,,46.0,,UNIT-4131,,2024-02-17,EQP-CA5D0CC7,scheduled_maintenance,preventive,preventive,,,,,47731.0,,,routine,failure_events,,,1.0
filter_replace,,84.0,,UNIT-4428,,2022-05-31,EQP-CA663761,scheduled_maintenance,preventive,preventive,,,,,23427.0,,,routine,failure_events,,,1.0
adjustment,,78.0,,UNIT-2016,,2020-03-17,EQP-CA6F089E,inspection,preventive,preventive,,,,,11432.0,,,minor,failure_events,,,1.0
adjustment,,63.0,,UNIT-4625,,2022-08-02,EQP-CA7C707E,scheduled_maintenance,preventive,preventive,,,,,4206.0,,,minor,failure_events,,,1.0
adjustment,,117.0,,UNIT-3249,,2022-09-30,EQP-CA888707,scheduled_maintenance,preventive,preventive,,,,,43185.0,,,routine,failure_events,,,1.0
filter_replace,,58.0,,UNIT-5198,,2023-04-29,EQP-CAA2E0B7,inspection,preventive,preventive,,,,,26958.0,,,routine,failure_events,,,1.0
general_component,,14.0,,UNIT-8396,,2024-03-11,EQP-CAAA515B,breakdown,drill_string,corrective,,,,,52859.0,,,minor,failure_events,,,0.0
adjustment,,37.0,,UNIT-1011,,2023-08-29,EQP-CABD0F79,scheduled_maintenance,preventive,preventive,,,,,4032.0,,,minor,failure_events,,,1.0
general_component,,65.0,,UNIT-1197,,2024-08-20,EQP-CAC46721,overhaul,brakes,major_overhaul,,,,,14872.0,,,major,failure_events,,,1.0
adjustment,,9.0,,UNIT-8864,,2024-06-20,EQP-CACE8524,scheduled_maintenance,preventive,preventive,,,,,27748.0,,,minor,failure_events,,,1.0
adjustment,,106.0,,UNIT-2489,,2023-04-25,EQP-CAF397A8,scheduled_maintenance,preventive,preventive,,,,,47842.0,,,minor,failure_events,,,1.0
gearbox,,56.0,,UNIT-4190,,2020-12-26,EQP-CB05D3CC,overhaul,transmission,major_overhaul,,,,,47649.0,,,major,failure_events,,,1.0
general_component,,46.0,,UNIT-7752,,2021-11-04,EQP-CB0A6D6F,breakdown,roller,corrective,,,,,36377.0,,,major,failure_events,,,0.0
gearbox,,9.0,,UNIT-5480,,2021-09-18,EQP-CB140A89,overhaul,transmission,major_overhaul,,,,,3962.0,,,major,failure_events,,,1.0
adjustment,,14.0,,UNIT-3817,,2022-03-23,EQP-CB1DBE84,scheduled_maintenance,preventive,preventive,,,,,30537.0,,,routine,failure_events,,,1.0
inspection,,121.0,,UNIT-9064,,2024-02-22,EQP-CB4BFF80,inspection,preventive,preventive,,,,,8133.0,,,minor,failure_events,,,1.0
general_component,,16.0,,UNIT-3975,,2020-02-18,EQP-CB4CEC9B,overhaul,shaft,major_overhaul,,,,,10628.0,,,major,failure_events,,,1.0
oil_change,,1.0,,UNIT-2699,,2024-08-11,EQP-CB57AE9E,inspection,preventive,preventive,,,,,3638.0,,,minor,failure_events,,,1.0
oil_pump,,42.0,,UNIT-1910,,2020-05-16,EQP-CB57EC70,condition_based,engine,predictive,,,,,16146.0,,,minor,failure_events,,,0.0
valve,,157.0,,UNIT-6802,,2020-08-11,EQP-CB594B78,condition_based,hydraulics,predictive,,,,,51455.0,,,routine,failure_events,,,0.0
filter_replace,,13.0,,UNIT-3976,,2022-04-26,EQP-CB726178,scheduled_maintenance,preventive,preventive,,,,,55829.0,,,routine,failure_events,,,1.0
general_component,,12.0,,UNIT-6229,,2024-11-27,EQP-CB926624,condition_based,shaft,predictive,,,,,39688.0,,,minor,failure_events,,,0.0
inspection,,19.0,,UNIT-9901,,2024-10-31,EQP-CB954A62,scheduled_maintenance,preventive,preventive,,,,,4622.0,,,routine,failure_events,,,1.0
adjustment,,5.0,,UNIT-7749,,2020-09-16,EQP-CBA12DBC,scheduled_maintenance,preventive,preventive,,,,,48261.0,,,routine,failure_events,,,1.0
oil_pump,,74.0,,UNIT-7822,,2021-10-18,EQP-CBA1DE45,condition_based,engine,predictive,,,,,31046.0,,,routine,failure_events,,,0.0
oil_change,,105.0,,UNIT-2969,,2024-06-23,EQP-CBA8065E,inspection,preventive,preventive,,,,,63981.0,,,routine,failure_events,,,1.0
inspection,,20.0,,UNIT-8910,,2020-05-26,EQP-CBAEB069,scheduled_maintenance,preventive,preventive,,,,,54915.0,,,routine,failure_events,,,1.0
filter_replace,,137.0,,UNIT-7234,,2023-09-10,EQP-CBB228EF,scheduled_maintenance,preventive,preventive,,,,,32462.0,,,routine,failure_events,,,1.0
filter_replace,,12.0,,UNIT-1108,,2024-04-21,EQP-CBB61DDA,inspection,preventive,preventive,,,,,35662.0,,,routine,failure_events,,,1.0
filter_replace,,16.0,,UNIT-1569,,2023-03-19,EQP-CBBF01B9,scheduled_maintenance,preventive,preventive,,,,,63546.0,,,routine,failure_events,,,1.0
adjustment,,162.0,,UNIT-9083,,2024-10-20,EQP-CBBFC5B1,scheduled_maintenance,preventive,preventive,,,,,13786.0,,,routine,failure_events,,,1.0
general_component,,188.0,,UNIT-2737,,2020-02-12,EQP-CBC4A0F2,breakdown,casing,corrective,,,,,29400.0,,,critical,failure_events,,,0.0
oil_change,,34.0,,UNIT-6527,,2021-06-25,EQP-CBCF29E7,inspection,preventive,preventive,,,,,17408.0,,,routine,failure_events,,,1.0
inspection,,46.0,,UNIT-9294,,2022-07-22,EQP-CBD89033,scheduled_maintenance,preventive,preventive,,,,,51928.0,,,routine,failure_events,,,1.0
filter_replace,,62.0,,UNIT-7530,,2020-07-19,EQP-CBD92839,scheduled_maintenance,preventive,preventive,,,,,64236.0,,,routine,failure_events,,,1.0
filter_replace,,11.0,,UNIT-8044,,2024-01-02,EQP-CBDA0C40,scheduled_maintenance,preventive,preventive,,,,,10718.0,,,routine,failure_events,,,1.0
starter,,48.0,,UNIT-9924,,2023-05-26,EQP-CBDEF45A,breakdown,electrical,corrective,,,,,7231.0,,,critical,failure_events,,,0.0
filter_replace,,75.0,,UNIT-1807,,2021-09-29,EQP-CBFB5783,inspection,preventive,preventive,,,,,59079.0,,,minor,failure_events,,,1.0
filter_replace,,90.0,,UNIT-8985,,2022-04-23,EQP-CC1E1A1C,scheduled_maintenance,preventive,preventive,,,,,31001.0,,,minor,failure_events,,,1.0
adjustment,,93.0,,UNIT-2522,,2021-08-19,EQP-CC232EA8,scheduled_maintenance,preventive,preventive,,,,,35199.0,,,minor,failure_events,,,1.0
cooling_system,,44.0,,UNIT-1486,,2022-03-07,EQP-CC350A17,breakdown,engine,corrective,,,,,16978.0,,,critical,failure_events,,,0.0
filter_replace,,171.0,,UNIT-5046,,2020-09-23,EQP-CC47CDE1,scheduled_maintenance,preventive,preventive,,,,,52711.0,,,routine,failure_events,,,1.0
inspection,,122.0,,UNIT-3501,,2020-01-24,EQP-CC6C349B,scheduled_maintenance,preventive,preventive,,,,,36151.0,,,routine,failure_events,,,1.0
inspection,,119.0,,UNIT-3769,,2021-09-29,EQP-CC7429CD,scheduled_maintenance,preventive,preventive,,,,,15173.0,,,routine,failure_events,,,1.0
sensors,,56.0,,UNIT-7244,,2020-02-10,EQP-CC7AAEE2,breakdown,electrical,corrective,,,,,47445.0,,,major,failure_events,,,0.0
oil_change,,57.0,,UNIT-1322,,2024-08-26,EQP-CC7E013E,scheduled_maintenance,preventive,preventive,,,,,19014.0,,,routine,failure_events,,,1.0
oil_change,,11.0,,UNIT-2026,,2020-10-19,EQP-CCA029D6,inspection,preventive,preventive,,,,,48590.0,,,minor,failure_events,,,1.0
starter,,16.0,,UNIT-5801,,2023-01-01,EQP-CCB0A744,breakdown,electrical,corrective,,,,,8242.0,,,minor,failure_events,,,0.0
adjustment,,5.0,,UNIT-7689,,2024-10-26,EQP-CCB93AC3,scheduled_maintenance,preventive,preventive,,,,,51644.0,,,minor,failure_events,,,1.0
general_component,,130.0,,UNIT-9236,,2022-03-23,EQP-CCD0446A,condition_based,gearbox,predictive,,,,,11858.0,,,routine,failure_events,,,0.0
cylinder,,15.0,,UNIT-5402,,2021-10-20,EQP-CCD77818,condition_based,hydraulics,predictive,,,,,52416.0,,,routine,failure_events,,,0.0
oil_change,,56.0,,UNIT-3076,,2020-01-27,EQP-CCF0B349,scheduled_maintenance,preventive,preventive,,,,,55167.0,,,minor,failure_events,,,1.0
adjustment,,304.0,,UNIT-2879,,2020-05-14,EQP-CD1A0DBD,scheduled_maintenance,preventive,preventive,,,,,7394.0,,,routine,failure_events,,,1.0
oil_change,,236.0,,UNIT-7745,,2020-02-16,EQP-CD2BB4F6,inspection,preventive,preventive,,,,,7446.0,,,minor,failure_events,,,1.0
filter,,58.0,,UNIT-2626,,2023-06-06,EQP-CD342F03,breakdown,hydraulics,corrective,,,,,36029.0,,,major,failure_events,,,0.0
head_gasket,,7.0,,UNIT-9701,,2022-06-30,EQP-CD43296B,condition_based,engine,predictive,,,,,44786.0,,,routine,failure_events,,,0.0
inspection,,82.0,,UNIT-6553,,2023-10-27,EQP-CD76C4A4,scheduled_maintenance,preventive,preventive,,,,,65188.0,,,routine,failure_events,,,1.0
general_component,,12.0,,UNIT-6916,,2024-01-27,EQP-CD7927A7,breakdown,roller,corrective,,,,,22909.0,,,major,failure_events,,,0.0
rear_left,,67.0,,UNIT-5006,,2024-04-15,EQP-CD7A4585,overhaul,tires,major_overhaul,,,,,63116.0,,,major,failure_events,,,1.0
adjustment,,28.0,,UNIT-3230,,2024-05-22,EQP-CD804A2E,scheduled_maintenance,preventive,preventive,,,,,43654.0,,,minor,failure_events,,,1.0
oil_change,,25.0,,UNIT-4164,,2021-02-10,EQP-CD8499ED,scheduled_maintenance,preventive,preventive,,,,,15631.0,,,routine,failure_events,,,1.0
general_component,,1.0,,UNIT-8018,,2024-11-15,EQP-CD88881C,breakdown,drill_string,corrective,,,,,60084.0,,,major,failure_events,,,0.0
general_component,,122.0,,UNIT-9496,,2020-12-29,EQP-CD8DF539,breakdown,shaft,corrective,,,,,36450.0,,,major,failure_events,,,0.0
valve,,139.0,,UNIT-2933,,2024-01-25,EQP-CDC08140,overhaul,hydraulics,major_overhaul,,,,,23404.0,,,major,failure_events,,,1.0
oil_change,,25.0,,UNIT-8427,,2023-04-01,EQP-CDC314EF,scheduled_maintenance,preventive,preventive,,,,,64679.0,,,routine,failure_events,,,1.0
general_component,,2.0,,UNIT-7961,,2021-09-27,EQP-CDC60A56,breakdown,gearbox,corrective,,,,,15913.0,,,minor,failure_events,,,0.0
inspection,,39.0,,UNIT-2296,,2023-08-20,EQP-CDCAF8A8,inspection,preventive,preventive,,,,,28884.0,,,routine,failure_events,,,1.0
valve,,105.0,,UNIT-8688,,2024-01-31,EQP-CDCE4707,breakdown,hydraulics,corrective,,,,,24189.0,,,major,failure_events,,,0.0
inspection,,10.0,,UNIT-3300,,2020-11-06,EQP-CDDC8A01,scheduled_maintenance,preventive,preventive,,,,,36240.0,,,routine,failure_events,,,1.0
inspection,,176.0,,UNIT-9134,,2022-05-19,EQP-CDEDB237,scheduled_maintenance,preventive,preventive,,,,,43228.0,,,routine,failure_events,,,1.0
filter_replace,,3.0,,UNIT-3314,,2024-04-28,EQP-CDF694CD,scheduled_maintenance,preventive,preventive,,,,,7022.0,,,routine,failure_events,,,1.0
general_component,,63.0,,UNIT-7875,,2022-04-11,EQP-CE10D12B,breakdown,bearing,corrective,,,,,33047.0,,,critical,failure_events,,,0.0
front_left,,50.0,,UNIT-7306,,2022-04-04,EQP-CE270AF1,breakdown,tires,corrective,,,,,15572.0,,,major,failure_events,,,0.0
oil_change,,5.0,,UNIT-3997,,2021-03-26,EQP-CE28E499,scheduled_maintenance,preventive,preventive,,,,,34668.0,,,routine,failure_events,,,1.0
general_component,,6.0,,UNIT-3854,,2023-01-11,EQP-CE39FE9E,breakdown,bucket,corrective,,,,,51274.0,,,critical,failure_events,,,0.0
valve,,11.0,,UNIT-9104,,2022-02-05,EQP-CE3AEAAF,breakdown,hydraulics,corrective,,,,,57321.0,,,minor,failure_events,,,0.0
filter,,37.0,,UNIT-3790,,2024-03-30,EQP-CE44D55A,breakdown,hydraulics,corrective,,,,,24039.0,,,major,failure_events,,,0.0
front_right,,16.0,,UNIT-9031,,2020-10-09,EQP-CE4B68D7,breakdown,tires,corrective,,,,,38772.0,,,minor,failure_events,,,0.0
adjustment,,30.0,,UNIT-8307,,2022-07-09,EQP-CE5A1B96,scheduled_maintenance,preventive,preventive,,,,,19785.0,,,minor,failure_events,,,1.0
driveshaft,,42.0,,UNIT-8217,,2024-10-19,EQP-CE5DC30C,condition_based,transmission,predictive,,,,,27286.0,,,routine,failure_events,,,0.0
general_component,,95.0,,UNIT-8991,,2023-08-02,EQP-CE7F4F5B,breakdown,pulley,corrective,,,,,33518.0,,,major,failure_events,,,0.0
general_component,,148.0,,UNIT-3556,,2021-03-10,EQP-CE8AC368,condition_based,bucket,predictive,,,,,24031.0,,,minor,failure_events,,,0.0
oil_change,,38.0,,UNIT-9859,,2021-08-13,EQP-CE8B308A,inspection,preventive,preventive,,,,,8199.0,,,routine,failure_events,,,1.0
general_component,,47.0,,UNIT-2097,,2020-07-21,EQP-CEA76DDC,breakdown,compressor,corrective,,,,,35992.0,,,major,failure_events,,,0.0
alternator,,64.0,,UNIT-5607,,2021-10-19,EQP-CEB36B29,breakdown,electrical,corrective,,,,,21417.0,,,major,failure_events,,,0.0
oil_change,,46.0,,UNIT-4812,,2022-11-19,EQP-CEC26430,scheduled_maintenance,preventive,preventive,,,,,44756.0,,,routine,failure_events,,,1.0
oil_change,,52.0,,UNIT-6767,,2020-02-22,EQP-CEC39BD6,inspection,preventive,preventive,,,,,18445.0,,,routine,failure_events,,,1.0
oil_change,,89.0,,UNIT-9892,,2024-07-31,EQP-CED285A7,scheduled_maintenance,preventive,preventive,,,,,32582.0,,,routine,failure_events,,,1.0
general_component,,13.0,,UNIT-2418,,2023-08-31,EQP-CED40F49,breakdown,drill_string,corrective,,,,,19716.0,,,minor,failure_events,,,0.0
general_component,,49.0,,UNIT-5702,,2020-12-16,EQP-CED685DA,condition_based,bearing,predictive,,,,,20362.0,,,minor,failure_events,,,0.0
adjustment,,9.0,,UNIT-2696,,2021-10-08,EQP-CEEFAD72,scheduled_maintenance,preventive,preventive,,,,,20136.0,,,routine,failure_events,,,1.0
oil_change,,60.0,,UNIT-7780,,2020-09-14,EQP-CEF51CD5,scheduled_maintenance,preventive,preventive,,,,,23582.0,,,routine,failure_events,,,1.0
torque_converter,,77.0,,UNIT-1237,,2022-04-12,EQP-CEF5BDAA,condition_based,transmission,predictive,,,,,31516.0,,,minor,failure_events,,,0.0
general_component,,20.0,,UNIT-8654,,2021-02-03,EQP-CEF86302,breakdown,motor,corrective,,,,,18772.0,,,major,failure_events,,,0.0
rear_left,,88.0,,UNIT-2483,,2024-08-02,EQP-CF1899ED,breakdown,tires,corrective,,,,,19399.0,,,major,failure_events,,,0.0
filter_replace,,166.0,,UNIT-5426,,2024-02-03,EQP-CF342F07,inspection,preventive,preventive,,,,,53531.0,,,minor,failure_events,,,1.0
valve,,32.0,,UNIT-4754,,2023-11-08,EQP-CF5A0003,breakdown,hydraulics,corrective,,,,,55518.0,,,minor,failure_events,,,0.0
clutch,,73.0,,UNIT-8647,,2020-04-23,EQP-CF6FFD6D,condition_based,transmission,predictive,,,,,16031.0,,,routine,failure_events,,,0.0
adjustment,,90.0,,UNIT-9991,,2023-04-10,EQP-CF72265E,scheduled_maintenance,preventive,preventive,,,,,4708.0,,,routine,failure_events,,,1.0
adjustment,,48.0,,UNIT-7435,,2020-08-23,EQP-CF7DAC18,scheduled_maintenance,preventive,preventive,,,,,43493.0,,,routine,failure_events,,,1.0
rear_right,,68.0,,UNIT-8446,,2024-10-28,EQP-CF81951D,breakdown,tires,corrective,,,,,47607.0,,,minor,failure_events,,,0.0
oil_change,,41.0,,UNIT-2173,,2024-08-14,EQP-CF9EB2B5,scheduled_maintenance,preventive,preventive,,,,,24697.0,,,routine,failure_events,,,1.0
hose,,35.0,,UNIT-6944,,2021-04-03,EQP-CF9EBADD,condition_based,hydraulics,predictive,,,,,59503.0,,,routine,failure_events,,,0.0
hose,,47.0,,UNIT-7724,,2020-11-07,EQP-CFB53F26,breakdown,hydraulics,corrective,,,,,59575.0,,,major,failure_events,,,0.0
oil_change,,86.0,,UNIT-1871,,2023-11-12,EQP-CFD92609,scheduled_maintenance,preventive,preventive,,,,,57018.0,,,minor,failure_events,,,1.0
oil_change,,9.0,,UNIT-9011,,2020-01-27,EQP-CFEEBB65,scheduled_maintenance,preventive,preventive,,,,,51828.0,,,routine,failure_events,,,1.0
battery,,49.0,,UNIT-3081,,2023-11-23,EQP-D0012058,breakdown,electrical,corrective,,,,,29760.0,,,critical,failure_events,,,0.0
general_component,,57.0,,UNIT-9631,,2024-04-30,EQP-D0060A91,breakdown,bucket,corrective,,,,,52184.0,,,major,failure_events,,,0.0
battery,,10.0,,UNIT-1774,,2023-10-04,EQP-D00EFF8F,condition_based,electrical,predictive,,,,,63364.0,,,routine,failure_events,,,0.0
adjustment,,40.0,,UNIT-1288,,2024-03-02,EQP-D012450E,inspection,preventive,preventive,,,,,7594.0,,,routine,failure_events,,,1.0
general_component,,41.0,,UNIT-8192,,2021-10-26,EQP-D02FFC8B,breakdown,seal,corrective,,,,,31493.0,,,major,failure_events,,,0.0
general_component,,11.0,,UNIT-7074,,2021-02-02,EQP-D049BD31,breakdown,blade,corrective,,,,,40371.0,,,major,failure_events,,,0.0
oil_change,,5.0,,UNIT-9069,,2021-03-20,EQP-D0536ACE,scheduled_maintenance,preventive,preventive,,,,,39171.0,,,routine,failure_events,,,1.0
filter_replace,,116.0,,UNIT-5781,,2020-08-19,EQP-D0720B46,scheduled_maintenance,preventive,preventive,,,,,38767.0,,,minor,failure_events,,,1.0
inspection,,27.0,,UNIT-6861,,2023-05-11,EQP-D0782C98,scheduled_maintenance,preventive,preventive,,,,,47583.0,,,routine,failure_events,,,1.0
inspection,,39.0,,UNIT-8617,,2024-11-22,EQP-D07B1CE8,scheduled_maintenance,preventive,preventive,,,,,7421.0,,,routine,failure_events,,,1.0
adjustment,,55.0,,UNIT-9993,,2023-02-08,EQP-D0841531,scheduled_maintenance,preventive,preventive,,,,,51507.0,,,routine,failure_events,,,1.0
gearbox,,25.0,,UNIT-4745,,2021-02-03,EQP-D084B1DE,condition_based,transmission,predictive,,,,,21481.0,,,routine,failure_events,,,0.0
starter,,75.0,,UNIT-6411,,2024-02-24,EQP-D094B080,condition_based,electrical,predictive,,,,,19084.0,,,routine,failure_events,,,0.0
oil_change,,5.0,,UNIT-1899,,2020-03-23,EQP-D09DFC65,scheduled_maintenance,preventive,preventive,,,,,19852.0,,,routine,failure_events,,,1.0
adjustment,,33.0,,UNIT-5232,,2022-05-31,EQP-D0B13E1D,scheduled_maintenance,preventive,preventive,,,,,19041.0,,,routine,failure_events,,,1.0
cooling_system,,103.0,,UNIT-3691,,2021-03-01,EQP-D0D0F293,breakdown,engine,corrective,,,,,24387.0,,,minor,failure_events,,,0.0
oil_change,,3.0,,UNIT-2208,,2022-12-01,EQP-D0E9ED39,scheduled_maintenance,preventive,preventive,,,,,63283.0,,,routine,failure_events,,,1.0
oil_change,,46.0,,UNIT-4886,,2022-03-11,EQP-D0EBFB73,scheduled_maintenance,preventive,preventive,,,,,27834.0,,,routine,failure_events,,,1.0
general_component,,2.0,,UNIT-3667,,2021-03-30,EQP-D0FB72E3,breakdown,bucket,corrective,,,,,65038.0,,,critical,failure_events,,,0.0
cooling_system,,43.0,,UNIT-7397,,2020-03-31,EQP-D103A22B,breakdown,engine,corrective,,,,,42957.0,,,minor,failure_events,,,0.0
oil_change,,113.0,,UNIT-3586,,2022-01-29,EQP-D10D4CF6,inspection,preventive,preventive,,,,,44336.0,,,routine,failure_events,,,1.0
oil_change,,3.0,,UNIT-4325,,2022-10-30,EQP-D1170941,inspection,preventive,preventive,,,,,30938.0,,,routine,failure_events,,,1.0
general_component,,92.0,,UNIT-6071,,2022-12-21,EQP-D117A933,breakdown,liner,corrective,,,,,48478.0,,,minor,failure_events,,,0.0
